sample_no,id,eriophyoids,p_fructiphilus,other_mites,total_mites,rose_spp,symptoms,grams_dry_weight,shade,rrv,city,state,county,lon,lat,lon_lat,collector,date,month,year,notes
432,Pheno 19,0,No,8,8,KO,No,7.2841,open sun,NA,Tallahassee,FL,NA,-84.307372,30.444618,"-84.307372, 30.444618",Austin Fife,2020-10-06T00:00:00Z,October,2020,NA
433,Pheno 20,0,No,8,8,KO,No,3.9683,open sun,NA,Tallahassee,FL,NA,-84.307384,30.444616,"-84.307384, 30.444616",Austin Fife,2020-10-06T00:00:00Z,October,2020,NA
434,Pheno 21,0,No,1,1,KO,No,1.8932,open sun,NA,Tallahassee,FL,NA,-84.307404,30.444615,"-84.307404, 30.444615",Austin Fife,2020-10-06T00:00:00Z,October,2020,NA
435,Pheno 22,0,No,0,0,KO,No,5.5187,open sun,NA,Tallahassee,FL,NA,-84.30741,30.444606,"-84.30741, 30.444606",Austin Fife,2020-10-06T00:00:00Z,October,2020,NA
436,Pheno 23,0,No,2,2,KO,No,4.7041,open sun,NA,Tallahassee,FL,NA,-84.307417,30.444603,"-84.307417, 30.444603",Austin Fife,2020-10-06T00:00:00Z,October,2020,NA
437,Pheno 24,0,No,2,2,KO,No,6.4724,open sun,NA,Tallahassee,FL,NA,-84.30743,30.444598,"-84.30743, 30.444598",Austin Fife,2020-10-06T00:00:00Z,October,2020,NA
438,Pheno 1,52,Yes,28,80,KO,No,8.994,open sun,NA,Tallahassee,FL,NA,-84.307531,30.445186,"-84.307531, 30.445186",Austin Fife,2020-11-05T00:00:00Z,November,2020,NA
439,Pheno 2,339,Yes,3,342,KO,No,6.1781,open sun,NA,Tallahassee,FL,NA,-84.307332,30.445218,"-84.307332, 30.445218",Austin Fife,2020-11-05T00:00:00Z,November,2020,NA
440,Pheno 3,252,Yes,2,254,KO,No,5.0136,open sun,NA,Tallahassee,FL,NA,-84.307343,30.445109,"-84.307343, 30.445109",Austin Fife,2020-11-05T00:00:00Z,November,2020,NA
441,Pheno 4,130,Yes,8,138,KO,No,6.5886,open sun,NA,Tallahassee,FL,NA,-84.307353,30.445112,"-84.307353, 30.445112",Austin Fife,2020-11-05T00:00:00Z,November,2020,NA
442,Pheno 5,196,Yes,12,208,KO,No,5.2619,open sun,NA,Tallahassee,FL,NA,-84.307346,30.445121,"-84.307346, 30.445121",Austin Fife,2020-11-05T00:00:00Z,November,2020,NA
443,Pheno 6,180,Yes,12,192,KO,No,5.4942,open sun,NA,Tallahassee,FL,NA,-84.30733,30.445135,"-84.30733, 30.445135",Austin Fife,2020-11-05T00:00:00Z,November,2020,NA
444,Pheno 7,37,Yes,16,53,KO,No,3.5128,open sun,NA,Tallahassee,FL,NA,-84.307315,30.445172,"-84.307315, 30.445172",Austin Fife,2020-11-05T00:00:00Z,November,2020,NA
445,Pheno 8,66,Yes,10,76,KO,No,2.8361,open sun,NA,Tallahassee,FL,NA,-84.307334,30.445212,"-84.307334, 30.445212",Austin Fife,2020-11-05T00:00:00Z,November,2020,NA
446,Pheno 9,22,Yes,9,31,KO,No,10.8003,open sun,NA,Tallahassee,FL,NA,-84.307321,30.445215,"-84.307321, 30.445215",Austin Fife,2020-11-05T00:00:00Z,November,2020,NA
447,Pheno 10,32,Yes,13,45,KO,No,14.6463,open sun,NA,Tallahassee,FL,NA,-84.307312,30.445219,"-84.307312, 30.445219",Austin Fife,2020-11-05T00:00:00Z,November,2020,NA
448,Pheno 11,41,Yes,39,80,KO,No,9.066,open sun,NA,Tallahassee,FL,NA,-84.307025,30.444988,"-84.307025, 30.444988",Austin Fife,2020-11-05T00:00:00Z,November,2020,NA
449,Pheno 12,9,Yes,44,53,KO,No,6.0273,open sun,NA,Tallahassee,FL,NA,-84.307019,30.444991,"-84.307019, 30.444991",Austin Fife,2020-11-05T00:00:00Z,November,2020,NA
450,Pheno 13,2,Yes,25,27,KO,No,8.1878,open sun,NA,Tallahassee,FL,NA,-84.307001,30.444985,"-84.307001, 30.444985",Austin Fife,2020-11-05T00:00:00Z,November,2020,NA
451,Pheno 14,4,Yes,8,12,KO,No,7.8305,open sun,NA,Tallahassee,FL,NA,-84.306981,30.444969,"-84.306981, 30.444969",Austin Fife,2020-11-05T00:00:00Z,November,2020,NA
452,Pheno 15,0,No,23,23,KO,No,8.5494,open sun,NA,Tallahassee,FL,NA,-84.307329,30.444631,"-84.307329, 30.444631",Austin Fife,2020-11-05T00:00:00Z,November,2020,NA
453,Pheno 16,3,Yes,36,39,KO,No,8.372,open sun,NA,Tallahassee,FL,NA,-84.307353,30.444621,"-84.307353, 30.444621",Austin Fife,2020-11-05T00:00:00Z,November,2020,NA
454,Pheno 17,0,No,24,24,KO,No,8.1462,open sun,NA,Tallahassee,FL,NA,-84.307361,30.444622,"-84.307361, 30.444622",Austin Fife,2020-11-05T00:00:00Z,November,2020,NA
455,Pheno 18,1,Yes,18,19,KO,No,8.8051,open sun,NA,Tallahassee,FL,NA,-84.307366,30.44462,"-84.307366, 30.44462",Austin Fife,2020-11-05T00:00:00Z,November,2020,NA
456,Pheno 19,3,Yes,10,13,KO,No,6.0737,open sun,NA,Tallahassee,FL,NA,-84.307372,30.444618,"-84.307372, 30.444618",Austin Fife,2020-11-05T00:00:00Z,November,2020,NA
457,Pheno 20,47,Yes,14,61,KO,No,1.4696,open sun,NA,Tallahassee,FL,NA,-84.307384,30.444616,"-84.307384, 30.444616",Austin Fife,2020-11-05T00:00:00Z,November,2020,NA
458,Pheno 21,48,Yes,20,68,KO,No,4.8921,open sun,NA,Tallahassee,FL,NA,-84.307404,30.444615,"-84.307404, 30.444615",Austin Fife,2020-11-05T00:00:00Z,November,2020,NA
459,Pheno 22,21,Yes,31,52,KO,No,5.7497,open sun,NA,Tallahassee,FL,NA,-84.30741,30.444606,"-84.30741, 30.444606",Austin Fife,2020-11-05T00:00:00Z,November,2020,NA
460,Pheno 23,6,Yes,10,16,KO,No,2.791,open sun,NA,Tallahassee,FL,NA,-84.307417,30.444603,"-84.307417, 30.444603",Austin Fife,2020-11-05T00:00:00Z,November,2020,NA
461,Pheno 24,42,Yes,27,69,KO,No,3.7724,open sun,NA,Tallahassee,FL,NA,-84.30743,30.444598,"-84.30743, 30.444598",Austin Fife,2020-11-05T00:00:00Z,November,2020,NA
462,Pheno 1,6,Yes,9,15,KO,No,7.7564,open sun,NA,Tallahassee,FL,NA,-84.307531,30.445186,"-84.307531, 30.445186",Austin Fife,2021-03-18T00:00:00Z,March,2021,NA
463,Pheno 2,57,Yes,47,104,KO,No,10.2885,open sun,NA,Tallahassee,FL,NA,-84.307332,30.445218,"-84.307332, 30.445218",Austin Fife,2021-03-18T00:00:00Z,March,2021,NA
464,Pheno 3,16,Yes,17,33,KO,No,6.9861,open sun,NA,Tallahassee,FL,NA,-84.307343,30.445109,"-84.307343, 30.445109",Austin Fife,2021-03-18T00:00:00Z,March,2021,NA
465,Pheno 4,20,Yes,9,29,KO,No,7.9235,open sun,NA,Tallahassee,FL,NA,-84.307353,30.445112,"-84.307353, 30.445112",Austin Fife,2021-03-18T00:00:00Z,March,2021,NA
466,Pheno 5,30,Yes,6,36,KO,No,10.5772,open sun,NA,Tallahassee,FL,NA,-84.307346,30.445121,"-84.307346, 30.445121",Austin Fife,2021-03-18T00:00:00Z,March,2021,NA
467,Pheno 6,16,Yes,6,22,KO,No,7.0806,open sun,NA,Tallahassee,FL,NA,-84.30733,30.445135,"-84.30733, 30.445135",Austin Fife,2021-03-18T00:00:00Z,March,2021,NA
468,Pheno 7,5,Yes,2,7,KO,No,5.2175,open sun,NA,Tallahassee,FL,NA,-84.307315,30.445172,"-84.307315, 30.445172",Austin Fife,2021-03-18T00:00:00Z,March,2021,NA
469,Pheno 8,3,Yes,6,9,KO,No,5.9428,open sun,NA,Tallahassee,FL,NA,-84.307334,30.445212,"-84.307334, 30.445212",Austin Fife,2021-03-18T00:00:00Z,March,2021,NA
470,Pheno 9,5,Yes,200,205,KO,No,6.8128,open sun,NA,Tallahassee,FL,NA,-84.307321,30.445215,"-84.307321, 30.445215",Austin Fife,2021-03-18T00:00:00Z,March,2021,NA
471,Pheno 10,19,Yes,10,29,KO,No,9.842,open sun,NA,Tallahassee,FL,NA,-84.307312,30.445219,"-84.307312, 30.445219",Austin Fife,2021-03-18T00:00:00Z,March,2021,NA
472,Pheno 11,35,Yes,8,43,KO,No,5.6123,open sun,NA,Tallahassee,FL,NA,-84.307025,30.444988,"-84.307025, 30.444988",Austin Fife,2021-03-18T00:00:00Z,March,2021,NA
473,Pheno 12,0,No,2,2,KO,No,18.7904,open sun,NA,Tallahassee,FL,NA,-84.307019,30.444991,"-84.307019, 30.444991",Austin Fife,2021-03-18T00:00:00Z,March,2021,NA
474,Pheno 13,27,Yes,15,42,KO,No,6.3951,open sun,NA,Tallahassee,FL,NA,-84.307001,30.444985,"-84.307001, 30.444985",Austin Fife,2021-03-18T00:00:00Z,March,2021,NA
475,Pheno 14,18,Yes,6,24,KO,No,16.4817,open sun,NA,Tallahassee,FL,NA,-84.306981,30.444969,"-84.306981, 30.444969",Austin Fife,2021-03-18T00:00:00Z,March,2021,NA
476,Pheno 15,4,Yes,13,17,KO,No,10.2334,open sun,NA,Tallahassee,FL,NA,-84.307329,30.444631,"-84.307329, 30.444631",Austin Fife,2021-03-18T00:00:00Z,March,2021,NA
477,Pheno 16,7,Yes,23,30,KO,No,10.0205,open sun,NA,Tallahassee,FL,NA,-84.307353,30.444621,"-84.307353, 30.444621",Austin Fife,2021-03-18T00:00:00Z,March,2021,NA
478,Pheno 17,3,Yes,75,78,KO,No,10.8634,open sun,NA,Tallahassee,FL,NA,-84.307361,30.444622,"-84.307361, 30.444622",Austin Fife,2021-03-18T00:00:00Z,March,2021,NA
479,Pheno 18,15,Yes,64,79,KO,No,6.7253,open sun,NA,Tallahassee,FL,NA,-84.307366,30.44462,"-84.307366, 30.44462",Austin Fife,2021-03-18T00:00:00Z,March,2021,NA
480,Pheno 19,6,Yes,5,11,KO,No,21.6288,open sun,NA,Tallahassee,FL,NA,-84.307372,30.444618,"-84.307372, 30.444618",Austin Fife,2021-03-18T00:00:00Z,March,2021,NA
481,Pheno 20,27,Yes,43,70,KO,No,7.6008,open sun,NA,Tallahassee,FL,NA,-84.307384,30.444616,"-84.307384, 30.444616",Austin Fife,2021-03-18T00:00:00Z,March,2021,NA
482,Pheno 21,17,Yes,0,17,KO,No,7.3385,open sun,NA,Tallahassee,FL,NA,-84.307404,30.444615,"-84.307404, 30.444615",Austin Fife,2021-03-18T00:00:00Z,March,2021,NA
483,Pheno 22,27,Yes,4,31,KO,No,21.4253,open sun,NA,Tallahassee,FL,NA,-84.30741,30.444606,"-84.30741, 30.444606",Austin Fife,2021-03-18T00:00:00Z,March,2021,NA
484,Pheno 23,33,Yes,4,37,KO,No,4.51,open sun,NA,Tallahassee,FL,NA,-84.307417,30.444603,"-84.307417, 30.444603",Austin Fife,2021-03-18T00:00:00Z,March,2021,NA
485,Pheno 24,28,Yes,5,33,KO,No,18.4711,open sun,NA,Tallahassee,FL,NA,-84.30743,30.444598,"-84.30743, 30.444598",Austin Fife,2021-03-18T00:00:00Z,March,2021,NA
486,Samples 2021 - 1,0,No,3,3,Unknown,No,NA,NA,NA,Perry,FL,NA,-83.57833,30.1115,"-83.57833, 30.1115",NA,2021-05-03T00:00:00Z,May,2021,NA
487,Samples 2021 - 2,0,No,32,32,Unknown,No,NA,NA,NA,Mayo,FL,NA,-83.18075,30.0548201,"-83.18075, 30.0548201",NA,2021-05-03T00:00:00Z,May,2021,NA
488,Samples 2021 - 3,0,No,12,12,Unknown,No,NA,NA,NA,Branford,FL,NA,-82.923163,29.956846,"-82.923163, 29.956846",NA,2021-05-03T00:00:00Z,May,2021,NA
489,Samples 2021 - 4,0,No,1,1,Unknown,No,NA,NA,NA,Lake City,FL,NA,-82.663742,29.878487,"-82.663742, 29.878487",NA,2021-05-03T00:00:00Z,May,2021,NA
490,Samples 2021 - 5,0,No,2,2,Unknown,No,NA,NA,NA,Gainesville,FL,NA,-82.365659,29.636911,"-82.365659, 29.636911",NA,2021-05-03T00:00:00Z,May,2021,NA
491,Samples 2021 - 6,0,No,4,4,Unknown,No,NA,NA,NA,Gainesville,FL,NA,-82.365659,29.636911,"-82.365659, 29.636911",NA,2021-05-03T00:00:00Z,May,2021,NA
492,Samples 2021 - 7,0,No,200,200,Unknown,No,NA,NA,NA,Greenwood,FL,NA,-82.57149,28.00751,"-82.57149, 28.00751",NA,2021-04-12T00:00:00Z,April,2021,NA
493,Samples 2021 - 8,0,No,11,11,Unknown,No,NA,NA,NA,Marianna,FL,NA,-85.20554,30.76829,"-85.20554, 30.76829",NA,2021-04-12T00:00:00Z,April,2021,NA
494,Samples 2021 - 9,0,No,26,26,Unknown,No,NA,NA,NA,Grand Ridge,FL,NA,-85.052368,30.719872,"-85.052368, 30.719872",NA,2021-04-12T00:00:00Z,April,2021,NA
495,Samples 2021 - 10,0,No,4,4,Unknown,No,NA,NA,NA,Grand Ridge,FL,NA,-85.031265,30.719,"-85.031265, 30.719",NA,2021-04-12T00:00:00Z,April,2021,NA
496,Samples 2021 - 11,0,No,1,1,Unknown,No,NA,NA,NA,Sneads,FL,NA,-84.912788,30.710668,"-84.912788, 30.710668",NA,2021-04-12T00:00:00Z,April,2021,NA
497,Samples 2021 - 12,0,No,20,20,Unknown,No,NA,NA,NA,Monticello,FL,NA,-83.87114,30.545137,"-83.87114, 30.545137",NA,2021-04-14T00:00:00Z,April,2021,NA
498,Samples 2021 - 13,0,No,356,356,Unknown,No,NA,NA,NA,Greenville,FL,NA,-83.630917,30.468417,"-83.630917, 30.468417",NA,2021-04-14T00:00:00Z,April,2021,NA
499,Samples 2021 - 14,0,No,14,14,Unknown,No,NA,NA,NA,Madison,FL,NA,-83.464048,30.488286,"-83.464048, 30.488286",NA,2021-04-14T00:00:00Z,April,2021,NA
500,Samples 2021 - 15,0,No,370,370,Unknown,No,NA,NA,NA,Live Oak,FL,NA,-83.006879,30.305971,"-83.006879, 30.305971",NA,2021-04-14T00:00:00Z,April,2021,NA
501,Samples 2021 - 16,0,No,6,6,Unknown,No,NA,NA,NA,Live Oak,FL,NA,-82.990367,30.29921,"-82.990367, 30.29921",NA,2021-04-14T00:00:00Z,April,2021,NA
502,Samples 2021 - 17,0,No,61,61,Unknown,No,NA,NA,NA,Lake City,FL,NA,-82.7131126,30.185388,"-82.7131126, 30.185388",NA,2021-04-14T00:00:00Z,April,2021,NA
503,Samples 2021 - 18,0,No,4,4,Unknown,No,NA,NA,NA,Lake City,FL,NA,-82.686168,30.180634,"-82.686168, 30.180634",NA,2021-04-14T00:00:00Z,April,2021,NA
504,Samples 2021 - 19,49,Yes,4,53,Unknown,No,NA,NA,NA,Lake City,FL,NA,-82.679699,30.179578,"-82.679699, 30.179578",NA,2021-04-14T00:00:00Z,April,2021,NA
505,Samples 2021 - 20,0,No,402,402,Unknown,No,NA,NA,NA,Lake City,FL,NA,-82.636791,30.18956,"-82.636791, 30.18956",NA,2021-04-14T00:00:00Z,April,2021,NA
506,Samples 2021 - 21,0,No,78,78,Unknown,No,NA,NA,NA,Sanderson,FL,NA,-82.297222,30.240982,"-82.297222, 30.240982",NA,2021-04-14T00:00:00Z,April,2021,NA
507,Samples 2021 - 22,0,No,400,400,Unknown,No,NA,NA,NA,Macclenny,FL,NA,-82.117969,30.28349,"-82.117969, 30.28349",NA,2021-04-14T00:00:00Z,April,2021,NA
508,Samples 2021 - 23,0,No,300,300,Unknown,No,NA,NA,NA,Baldwin,FL,NA,-81.983047,30.302504,"-81.983047, 30.302504",NA,2021-04-14T00:00:00Z,April,2021,NA
509,Samples 2021 - 24,0,No,9,9,Unknown,No,NA,NA,NA,Baldwin,FL,NA,-81.969206,30.302698,"-81.969206, 30.302698",NA,2021-04-14T00:00:00Z,April,2021,NA
510,Samples 2021 - 25,0,No,9,9,Unknown,No,NA,NA,NA,Jacksonville,FL,NA,-81.517635,30.232043,"-81.517635, 30.232043",NA,2021-04-14T00:00:00Z,April,2021,NA
511,Samples 2021 - 26,0,No,3,3,Unknown,No,NA,NA,NA,Jacksonville,FL,NA,-81.519349,30.233539,"-81.519349, 30.233539",NA,2021-04-14T00:00:00Z,April,2021,NA
512,Samples 2021 - 27,0,No,52,52,Unknown,No,NA,NA,NA,Orange Park,FL,NA,-81.702198,30.184131,"-81.702198, 30.184131",NA,2021-04-14T00:00:00Z,April,2021,NA
513,Samples 2021 - 28,0,No,300,300,Unknown,No,NA,NA,NA,Orange Park,FL,NA,-81.70179,30.186593,"-81.70179, 30.186593",NA,2021-04-14T00:00:00Z,April,2021,NA
514,Samples 2021 - 29,0,No,11,11,Unknown,No,NA,NA,NA,Orange Park,FL,NA,-81.702115,30.188659,"-81.702115, 30.188659",NA,2021-04-14T00:00:00Z,April,2021,NA
515,Samples 2021 - 30,0,No,0,0,Unknown,No,NA,NA,NA,Jacksonville,FL,NA,-81.741606,30.194178,"-81.741606, 30.194178",NA,2021-04-14T00:00:00Z,April,2021,NA
